comment,label
"সাহসী ও দৃঢ় মনোবলের কারণে একের পর মেঘা প্রকল্প বাস্তবায়ন হচ্ছে, উন্নয়নের ধারা অব্যাহত রাখতে শেখ হাসিনার বিকল্প নেই।",political
দেশের এই ক্রান্তি লগ্নে এই চিন্তা ভাবনা সত্যিই আমাদের নতুন আশার আলো দেখায়। সরকারের কর্তৃক গৃহীত সকল পদক্ষেপ আমাদের জন্য এখন পর্যন্ত ফল্প্রসূ হয়েছে। আশা করছি এটিও হবে।,political
"সরকার সাফল্যের সাথে দেশের উন্নয়ন করে যাচ্ছে, এমন একটি খাত দেখাতে পারবেন যেখানে সরকার উন্নয়ন ঘটায় নি। বাংলাদেশ একটি জনবহুল দেশ তাই কিছু প্রতিবন্ধকতা থাকবেই। কিন্তু সেই প্রতিবন্ধকতাগুলোই বিএনপি সৃষ্টি করেন।",political
"আন্দোলন ছাড়া তো বিএনপি আর কিছুই বোঝে না, সরকার নিরপেক্ষই আছে, বরং বিএনপি যদি এখন সরকারের স্থানে থাকতো তারা নিজেরা কখোনই নিরপেক্ষ হতে পারতো না।",political
"রাষ্ট্রের বিরুদ্ধে মানুষকে উস্কে দেয়াই হচ্ছে বিএনপির কাজ ,তাই এসব বলতেছে । কিন্তু এসব করে খুব বেশি দূর যেতে পারবে না ধ্বংসাত্মক বিএনপি।",political
বিএনপির খালেদা জিয়া ছিলেন দূর্নীতি তে বিশ্ব চ্যাম্পিয়ন। তাই জনগণ তাদের কে প্রত্যাখ্যান করেছে বিএনপি এই দেশে যেপরিমান অরাজকতা সৃষ্টি করেছিল যা এই দেশের মানুষ আজও ভুলতে পারে নি।,political
"জনবিচ্ছিন্ন একটা দল বিএনপি তাই সফল হয় না, টাকা দিয়ে লোক ভাড়া করে পল্টনের গলিতে হইচই করে সরকার পরিবর্তন করা যায় না ,,  যারা কিনা গুম,খুণ, মিথ্যা, গুজবে ভর দিয়ে চলে।  যারা বাসে-ট্রেনে আগুন দিয়ে মানুষ হত্যা করে,, তাদের ব্যর্থতায় নিয়তি। তাদের নেতা তারেক চোর,, ৫ বারের বিশ্বচ্যাম্পিয়ন দূর্নীতিতে যিনি কিনা নেতা আবার ভয়ে পালিয়ে থাকে,,, নেতা পালিয়ে থাকে, হাস্যকর।।",political
"বিএনপি সেই দল যেই দল দুর্নীতিতে পাঁচ বার চ্যাম্পিয়ন হয়েছে। আমরা আর দুর্নীতিতে চ্যাম্পিয়ন হতে চায় না। অনেক শান্তিতে আছে বাংলার মানুষ। আপনারও শান্তিতে আছেন জানি, কিন্তু বলবেন না।",political
দীর্ঘ সময় ক্ষমতার বাইরে থাকা দল বিএনপি হাঁটছে ভীন্নপথে। রাষ্ট্রক্ষমতায় যেতে আন্দোলনের পথ বেছে নিলেও ব্যর্থ হয়েছে দলটি। তাই দলটি আগুন সন্ত্রাসের মতো আবারো দেশে নাশকতার পরিকল্পনা করছে।,political
"হাসিনা,,,,সব কিছুরই শেষ আছে ভুলে যেও না,,, দিন বদলের পালা তুমি রেহাই পাবেনা",political
বি এন পির যে সব পদ ধারী নেতা আছে তারা কেউ চাকরি করে এমন নেতাই বেশি।আবার যে সব নেতা আছে একটা ফটকা ফুলে তারা মাঠে থাকে না।আবার এমন নেতা আছে যারা আওয়ামীলীগ যা বলে তা শুনেতে বাধ‍্য,political
বিএনপির কাঁধে বন্দুক রেখে বিদেশি শক্তিগুলো বাংলাদেশকে নিয়ন্ত্রণ করতে চায়। বিএনপিরও এতে সায় ছিল। কিন্তু আমজনতা বিএনপিকে সর্বদিক থেকে প্রত্যাখ্যান করেছে। তাই তাদের আন্দোলন-সংগ্রাম চরমভাবে ব্যর্থ হয়েছে!,political
বিএনপি যে কখনোই সত্যের পথে চলবে না এটা জানা কথা ।,political
"দেশের কিভাবে খারাপ করা যায় এটাই বিএনপির লক্ষ্য, দেশের মানুষকে বেঁচে থেকেও ভোগান্তি দিয়ে মারতে চায় এই বিএনপি।",political
বিএনপির দেশের জনগনের জন্য কাজ করে না। তাদের এই আন্দোলন জনগনের জন্য না। তাদের এই আন্দোলন শুধু নিজেদের স্বার্থ স্বিদ্ধির জন্য। এইসবই হচ্ছে লোক দেখানো।,political
বিএনপি যে এখনও টিকে আছে সেটাই বেশি,political
"বিএনপি নিজেদের দলকে বাঁচাতে কতোটা যে নিচে নামতে পারে, তার কোন শেষ নেই। কারণ দূর্নীতি করে এখন যতোটা না পকেট ভরছে, ক্ষমতায় থাকলে তার চেয়ে বেশি দূর্নীতি করতে পারবে ও দেশ টাকে লুটে পুটে খেতে পারবে।",political
",ঘুমের মানুষ কে ঘুম থেকে যাগানো যায়,কিন্তু যে ঘুমের ভান ধরে আছে তাকে কখনো জাগানো যায় না,ব্যর্থতা না থাকলে সফলতা আসে না,",political
কিংস পার্টি কোনদিন আন্দোলনে সফল হয় না।,political
"২০১৩ সালে যুদ্ধাপরাধীদের বিচার বন্ধ করার জন্য বিএনপি-জামায়াত চক্র জ্বালাও-পোড়াও রাজনীতি শুরু করে। মহান মুক্তিযুদ্ধে গনহত্যা, মানবতাবিরোধী অপরাধের জন্য যখন বিচার শুরু হয় তখনই এই ধ্বংসাত্মক রাজনীতি শুরু হয়।",political
"বিএনপি যতই ষড়যন্ত্র ও চক্রান্ত করুক না কেন, প্রধানমন্ত্রী শেখ হাসিনা ও বাংলাদেশকে থামিয়ে রাখা যাবে না। বিএনপির মির্জা ফখরুলরা যতই ঐক্যের জোট করার কথা বলুক না কেন তাদের দলের নেতা কর্মীরাই তাদের ঐক্যের সঙ্গে নেই। বিএনপি আজ জনবিচ্ছিন্ন দল ।",political
"বিএনপি আসুক না আসুক, যথাসময়েই নির্বাচন হবে।",political
"বিএনপি যখন ক্ষমতায়, জিয়া পরিবার তখন হাজার হাজার কোটি টাকা সম্পদের মালিক। লঞ্চ, টেক্সটাইল মিলস, বিদেশে বাড়ি, ব্যাংক-ব্যালেন্স- এগুলো হঠাৎ কোথা থেকে এলো? হঠাৎ করে বেগম জিয়া ও তার সন্তানরা কিভাবে এত টাকার মালিক হলো? পুরো জিয়া পরিবার, অর্থাৎ খালেদা জিয়া, তারেক, কোকো সবাই শুধু অসৎ নয়, তারা চরম দুর্নীতিবাজ, জিঘাংসাপরায়ণ, ক্ষমতালোভী। আদালতে খালেদা জিয়া ও তার দুই ছেলের দুর্নীতির প্রমাণ হয়েছে এবং সাজা হয়েছে। তারা শুধু দুর্নীতির মাধ্যমে টাকার মালিক হয়েই ক্ষান্ত হয়নি, সেই টাকা বিদেশে পাচারও করেছেন।",political
"বিএনপির আমলে দূর্নীতি ছিল চরম পর্যায়ে। মানুষ , দু বেলা দু মুঠো খেতে পেতো না। অনাহারে থেকেছে হাজার হাজার মানুষ। অথচ আজ এই সরকারের আমলে অন্তত না খেয়ে থাকা মানুষের সংখ্যা তুলনামূলক বেশ কম। বিএনপির কাছ থেকে দেশ ভালো কিছু কখনোই পায় নি।",political
"কঠিন সময়েও দারুণ কৃতিত্ব দেখিয়ে অর্থনীতিতে ইতিবাচক প্রবৃদ্ধি ধরে রেখেছে বাংলাদেশ। বলা বাহুল্য, ২০১৯-২০ অর্থবছরে দক্ষিণ এশিয়ায় একমাত্র ইতিবাচক প্রবৃদ্ধি হওয়া দেশের নাম বাংলাদেশ।",political
"নির্বাচন সামনে , তবুও বিএনপির টনক নড়ছে না, অবশ্য যেই দল নিজেরা চায়না সঠিকভাবে নির্বাচন করতে তাদেরকে আর বলে কী লাভ।",political
বিএনপি জণগণ দ্বারা আন্দোলন ও নির্বাচনে বার বার প্রত্যাখ্যাত হয়ে প্রতিশোধ নিচ্ছে জীবন্ত মানুষ আর সম্পদ পুড়িয়ে। জনগণ তাদের ক্ষমা করেনি বলেই এখনও অতীতের অপরাধের প্রায়শ্চিত্ত করছে।,political
বাংলাদেশের ইতিহাসে সবচেয়ে বেশি দুর্নীতির সময় ছিল বিএনপির শাসনামল। সে সময়ে পরপর পাঁচবার দুর্নীতিতে চ্যাম্পিয়ন হয়েছিল বাংলাদেশ। এসব দুর্নীতির মূল কারিগর ছিলেন তৎকালীন প্রধানমন্ত্রী ও তারেক রহমান।,political
"বিএনপি জন্মলগ্ন থেকে ক্ষমতার মোহে ধারাবাহিকভাবে যে মানবতাবিরোধী অপরাধ করে আসছে, তার জন্য তাদের মানবতাবিরোধী অপরাধ ট্রাইব্যুনালে বিচার হওয়া উচিত।",political
"বি এন পি জনগণের আস্থা হারিয়েছে শেষবারেই ক্ষমতায় থেকে সব লুটপাট করে ভালমত ধরা খেয়ে, নীচ্য স্তর তো বাদ, মন্ত্রী মিনিস্টারদের চুরি ডাকাতিতে বি এন পি বিশ্বাস হারিয়েছে, আর হবে এ জন্মে বি এন পির জনগণের সমর্থন পাওয়া।",political
"আওয়ামী লীগ সভাপতি থাকাকালে জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের নেতৃত্বেই আসে আমাদের স্বাধীনতা। পরের ৫০ বছরের যত অর্জন, তার বেশিরভাই এসেছে বঙ্গবন্ধু কন্যা প্রধানমন্ত্রী শেখ হাসিনার নেতৃত্বে। তলাবিহীন ঝুড়ি থেকে বাংলাদেশ হয়েছে বিশ্বের বিস্ময়। উঠেছে উন্নয়নশীল দেশের কাতারে।",political
"বিএনপি এমন একটি দল, যারা নিজেদের স্বার্থের জন্য সব কিছু করতে পারে। তারা আগুনে মানুষ পুড়িয়ে মারতে পারে। তারা মাননীয় প্রধানমন্ত্রী শেখ হাসিনাকে হত্যা করতে পারে। বঙ্গবন্ধু কে হত্যা করে ক্ষমতায় এসেছে। স্বাধীনতাকে নৎসাত করতে তাদের ষড়যন্ত্র করাও অস্বাভাবিক নয়",political
শেখ হাসিনার নেতৃত্বে বাংলাদেশ আজ বিশ্বের অর্থনৈতিক সমৃদ্ধির রোল মডেল। বাংলাদেশ আর্থসামাজিক সূচকসহ প্রতিটি ক্ষেত্রে প্রত্যাশিত সাফল্য অর্জন করেছে।,political
"বিএনপি নেত্রী কালো টাকা সাদা করেছেন। এতিমের মুখের টাকা গ্রাস করেছেন। শুধু পাবনায় নয়, দেশের সব জায়গায় এমনই দুর্নীতি করেছেন। ’",political
বিএনপি জামায়াত বিদেশের এজেন্ট হয়ে কাজ করছে।,political
ক্ষমতার লোভে দেশের বিরোধিতা করাই বিএনপি'র একমাত্র লক্ষ্য। তাদের কাজকর্মে এটাই বার বার প্রমানিত হয়।,political
"বিএনপি ও দুর্নীতি যেন একে অপরের সমার্থক। বাংলাদেশের রাজনীতিতে দুর্নীতির ব্যাপক বিস্তার, রাষ্ট্রীয় সম্পদ তছরুপ করার জন্য চরম সমালোচিত বিএনপি।",political
"আন্দোলন এবং নির্বাচনে ব্যর্থ হয়ে এখন অপপ্রচার চালাচ্ছে বিএনপি। সরকারকে বিব্রত করতে এবং দেশের উন্নয়নকে বাধাগ্রস্ত করতে দলটি পরিকল্পিতভাবে প্রচার করছে উদ্ভট সব গুজব। রাজনীতি নয়, অপপ্রচারই বিএনপির একমাত্র পুঁজি।",political
"বিএনপি-জামায়াত, উগ্র সাম্প্রদায়িক গোষ্ঠীর সন্ত্রাস ও ভয়াবহ নৈরাজ্য সৃষ্টির জন্য এই সব আন্দোলনের আয়োজন করে",political
"বাংলাদেশ ২০০১ থেকে ২০০৫ সাল টানা পাঁচ বছর দুর্নীতিতে ছিল চ্যাম্পিয়ন,ৎকালীন প্রধানমন্ত্রী বেগম খালেদা জিয়া এবং তার দুই পুত্র তারেক রহমান ও আরাফাত রহমান কোকোর বিভিন্ন দুর্নীতি ও সন্ত্রাসবাদের সঙ্গে সংশ্লিষ্টতার কারণে বহির্বিশ্বে লজ্জাজনক এক পরিচিতি পায় বাংলাদেশ",political
২০০১ সালে বিএনপি ক্ষমতায় থাকাকালে তারেক রহমান ক্ষমতার অপব্যবহার ও দুর্নীতির অভিযোগে ব্যাপকভাবে সমালোচিত হন। এমন দূর্নীতিবাজকে পুনরায় ক্ষমতায় দেখতে চায় না বাংলাদেশের মানুষ।,political
বিএনপিকে  জনগণ তাদের ক্ষমা করেনি বলেই এখনও অতীতের অপরাধের প্রায়শ্চিত্ত করছে।,political
বিএনপি কখনো দেশের উন্নতি চায় না। তারা শুধুমাত্র দেশের টাকা নিয়ে নিজের ব্যাংক ব্যালেন্স গড়তে চায়। আর তাইতো অর্থ পাচারের মামলায় বিএনপির অনেকেই এখন দেশ ছেড়েছেন।,political
"বিএনপি এ দেশ কে দূর্নীতি করে পঙ্গু করে দিয়ে গিয়েছিল। শেখ হাসিনার সরকার আবার এ দেশ কে বিশ্বের বুকে দাঁড় করিয়েছে। তারপরও উন্নাসিকদের ক্ষমতা দখলের লালসা বা দিবাস্বপ্ন দেখলে হাসি পায়। আর কোনটাকে প্রহসন বলছেন? একটা সহজ কথা মেনে নিতে পারছেন না কেনঃ এই দেশের মানুষের কোন আস্থা আপনাদের উপর নাই, দেশের মানুষের টাকা মেরে খেলে আস্থা থাকবেই বা কি করে।",political
বিএনপি নেতাদের ধৈর্যচ্যুতি ঘটেছে এমনটা মন্তব্য করে আওয়ামী লীগের সাধারণ সম্পাদক বলেনক্ষমতা পাওয়ার জন্য উগ্র বাসনা তাদের উন্মত্ত করে তুলেছে।ˑ,political
"সারা বিশ্ব আজ জেনে গেছে , আন্তর্জাতিকভাবে স্বীকৃত সন্ত্রাসী সংগঠন বিএনপি। বিএনপি ক্ষমতায় থাকলেও দেশের জন্য বিপদজনক, ক্ষমতার বাইরে থাকলেও দেশের জন্য বিপদজনক। বিএনপি বারবার প্রমাণ করেছে তারা দেশের জনগণের জন্য নয়, রাজনীতি করে ক্ষমতার লোভে।",political
বিএনপির আন্দোলন সমাবেশ মানেই সন্ত্রাস সৃষ্টির উসকানি। রাজপথ দখলের নামে নৈরাজ্য সৃষ্টি।,political
বিএনপি কখনোই দেশের ভাল চায়নি। বিএনপি দেশ কে পঙ্গু করে দিয়েছিল। আর সেই কারনে বিএনপির ক্ষমতা হস্তান্তরের পর বাংলাদেশ কে নতুন রূপে আসতে অনেক সময় লেগেছে।,political
আন্দোলন এবং নির্বাচনে ব্যর্থ হয়ে এখন অপপ্রচার চালাচ্ছে বিএনপি। সরকারকে বিব্রত করতে এবং দেশের উন্নয়নকে বাধাগ্রস্ত করতে দলটি পরিকল্পিতভাবে প্রচার করছে উদ্ভট সব গুজব।,political
শেখ হাসিনার হাত দিয়েই ঘটেছে তথ্য-প্রযুক্তির ব্যাপক প্রসার। দিয়েছেন ডিজিটাল বাংলাদেশের ধারণা। মহাকাশে এখন আছে বাংলাদেশের স্যাটেলাইট। বিশ্বব্যাংকের রক্তচক্ষু উপেক্ষা করে নিজস্ব অর্থায়নে গড়েছেন পদ্মা সেতু।,political
"বাংলাদেশী গণমাধ্যমগুলোর প্রতিবেদন বলছে, যুক্তরাষ্ট্রের ডিপার্টমেন্ট অব জাস্টিস তখন তারেক রহমানের ১২ কোটি টাকা আটক করেছিল।",political
বিএনপির এর অতীত কর্মই সাক্ষ দেয় তারা কতটা নৃশংস ও প্রতিহিংসা পরায়ন রাজনীতি করে তারা। এমন দল শুধু দেশে খেলা খেলতে পারে। জনগনের বিশ্বাস নিয়ে খেলা খেলে বিএনপি।,political
বিএনপি আন্দোলনের কথা বলে মাঝে মধ্যে আমাদের বিনোদন দেয়।ˑ,political
"বিএনপির আন্দোলন শুধু আওয়ামী লীগের বিরুদ্ধে নয়, একইসাথে বিশ্বের তিন পরাশক্তির বিরুদ্ধেও লড়ে যাচ্ছে।",political
বিএনপি অতীতের আচরন পরিবর্তন করে নাই। ক্ষমতায় থাকতে নিজেদের ইচ্ছামত পুলিশকে ব্যবহার করছে আর অন্যদিকে দোষারুপ করছে।,political
"যারা জাতির পিতাকে হত্যা করে রাজনীতিতে এসেছে, তারা মানুষ পুড়িয়ে মারবে না তো কি করবে?",political
দেশের মানুষ খুব ভালো করেই জানে কে কি কথা বলেছে অযথাই বক বক করলে কেউ শুনবে না।,political
উন্নয়ন কর্মকাণ্ড বাধাগ্রস্ত করতে চেষ্টা চালাচ্ছে বিএনপি আন্দোলন,political
বিএনপির উদ্দেশ্য হচ্ছে আন্দোলনের নামে বিশৃঙ্খলা সৃষ্টি করা,political
বিএনপি নেতাদের সমালোচনা করে শামীম বলেনতারা আসলে নির্বাচনই চায় না,political
"বিএনপির আন্দোলনের নমুনা হলো, আন্দোলন করতে গিয়ে নিজেরা নিজেরা মারামারি করা, পুলিশের ওপর ইট-পাটকেল নিক্ষেপ করা, সারা দেশে গণ্ডগোল করার অপচেষ্টা চালানো",political
দেশের ইতিহাস সাক্ষী আছে। বিএনপি কি করেছে দেশের জন্য।,political
বিএনপির এসব চক্রান্তের পরও প্রধানমন্ত্রী শেখ হাসিনার নেতৃত্বে দেশ এগিয়ে যাচ্ছে। বর্তমান সরকারের সাফল্য বিশ্ব দরবারে প্রশংসিত হচ্ছে। দেশবিরোধী একটি মহল গুজব ছড়িয়ে মানুষকে বিভ্রান্ত করছে। মানুষের মধ্যে ভীতি ছড়াচ্ছে।,political
বিএনপির এসব চক্রান্তের পরও প্রধানমন্ত্রী শেখ হাসিনার নেতৃত্বে দেশ এগিয়ে যাচ্ছে।,political
নিজের স্বার্থ হাসিলের জন্য এখন অযৌক্তিক কথা বলছে বিএনপি,political
যারা মিথ্যাচার ছড়াচ্ছে তাদেরকে দ্রুত আইনের আওতায় আনা হোক । কারণ এরা নিজেদের স্বার্থে প্রপাগণ্ডা ছড়িয়ে মানুষের মনে বিভ্রান্তির সৃষ্টি করছে। এরা দেশের শত্রু।,political
বিএনপি দেশে থাকলে এখনো বিদ্যুৎই পেতো না,political
বিএনপি যে পরিমান দূর্নীতি করেছে তা অন্য কোন দল করেনি। যার কারনেই তাদের আজ এই অবস্থা।,political
বিএনপি কখনো দেশের উন্নতি চায় না। তারা শুধুমাত্র দেশের টাকা নিয়ে নিজের ব্যাংক ব্যালেন্স গড়তে চায়।,political
বিএনপির  হরতাল মানেই সন্ত্রাস সৃষ্টির উসকানি। রাজপথ দখলের নামে নৈরাজ্য সৃষ্টি।,political
"শেখ হাসিনার সাফল্য দেখে বিশ্ববাসী আজ অবাক হয়ে যায়। বিশ্বের নাম করা রাষ্ট্র নায়কদের মাঝে আজ শেখ হাসিনা কে ধরা হয় । এসবই তার দক্ষতা,সফলতা এবং মানবতার কারনে ।",political
"শেখ হাসিনা বলেন, 'জনগণের সমর্থন ও আস্থা অর্জন করতে পেরেছি, যা আমার মূল শক্তি। আমি অবশ্যই তাদের প্রশংসা করি। তারা আমাকে সহযোগিতা করেছেন। '",political
"জন্মলগ্ন থেকে ক্ষমতার লোভে ধারাবাহিকভাবে তারা মানবতাবিরোধী আপরাধ করে আসছে। জনগণ মনে করে, মানবতাবিরোধী অপরাধ ট্রাইব্যুনালে তাদেরও বিচার হওয়া উচিত।",political
বিএনপি সবকিছু নিয়ে বিতর্ক করতে গিয়ে আজ জনগণের কাছে তারাই বিতর্কিত। অপরিণামদর্শী রাজনীতির কারণে আজ তারা গভীর খাদের প্রান্তে। তাদের হাঁক-ডাক নিজেদের ব্যর্থতা আড়াল করা এবং নেতা-কর্মীদের মনোবল ধরে রাখার ব্যর্থ প্রয়াস ছাড়া আর কিছুই নয়।’’,political
দেশটাকে একটা জঙ্গিবাদের দেশ হিসাবে গড়ে তোলার বহু চেষ্টা করেছিল বিএনপি-জামায়াত সরকার,political
"জিয়ার জোরপূর্বক ক্ষমতা দখল থেকে সুক্ষ্ণ কারচুপির মাধ্যমে বেগম খালেদা জিয়ার ক্ষমতাগ্রহণ, সবকিছুই বিএনপির রাজনীতির দুর্নীতির চিত্র তুলে ধরে।২০০১-২০০৬ সালের বিএনপি-জামায়াতের শাসনামলে রাষ্ট্রীয় দুর্নীতি ভয়াবহ রূপ ধারণ করে।",political
"বিএনপি জনগণ থেকেও বিচ্ছিন্ন হয়ে যাচ্ছে । বি এন পি তাদের নিজস্ব বুদ্ধিহীনতা, লোভ এবং দূর্নীতির জন্য নিজেদের জোটেরই সমর্থন হারিয়েছে,আর জনগণের সমর্থন তো আরো আগেই হারিয়েছে, তাই এখন যত দোষ নন্দ ঘোষের মত নিজেদের সব ব্যর্থতা এখন সরকারের ঘাড়ে চাপাচ্ছে।",political
"দেশের তরুন সমাজ শেখ হসিনার সাথে আছে । শেখ হাসিনার সরকার বারবার দরকার , উন্নয়নের সরকার বারবার দরকার। আমাদের দেশ আজ উন্নয়নশীল ডিজিটাল দেশ এই সবই শেখ হাসিনার অবদান।",political
"বাংলাদেশের রাজনীতিতে দুর্নীতির ব্যাপক বিস্তার, রাষ্ট্রীয় সম্পদ তছরুপ করার জন্য চরম সমালোচিত বিএনপি।",political
"বিএনপি ধ্বংসে বিশ্বাসী,চক্রান্তে বিশ্বাসী",political
"বিএনপি-জামায়াতের আমলে জোটের ক্যাডাররা দেশের সংখ্যালঘু সম্প্রদায়ের মানুষের উপর অমানবিক নির্যাতন, তাদের ঘরবাড়িতে অগ্নিসংযোগ, নারী ও শিশুদের ধর্ষণ, লুটপাট করত প্রতিনিয়ত।",political
"বিএনপি দল ভেঙ্গে খন্ডবিখন্ড হয়ে গেছে। তাই আর নির্বাচনে জীততে পারবে না বিধায় তারা নানা রকম পদক্ষেপ নিচ্ছে, যা কাজের কাজ কিছু হবে না",political
পরপর ৫ বার দুর্নীতিতে বিশ্বচ্যাম্পিয়ন হয়ে দেশের সুনাম নষ্ট করে বিএনপি। বিএনপির দুর্নীতি-দুঃশাসনের স্মৃতির কথা মনে পড়লে শিউরে ওঠে দেশের মানুষ।,political
বিএনপিকে মানুষ প্রত্যাখ্যান করেছে যার কারণে তাদের নেতারা পাগলের কথাবার্তা ও কাজ কর্ম শুরু করেছে,political
বিএনপি সভা-সমাবেশ করে নিজেদের মধ্যে মারামারি করেন। এতে জনগণ আতঙ্কিত হয়।,political
বর্তমানে বিএনপির কোন অবস্থান নেই। তাই দেশের ইতিহাস কে কেন্দ্র করে আবারও আলোচনায় আসতে চাইছে বিএনপি। এখন দেশের ইতিহাস কে বিকৃত করে উপরে উঠতে চাইছে ।,political
বিএনপির নেতারা দিশেহারা হয়ে কখন কি বলে তারা নিজেরাও জানেনা।,political
যে রাজনীতির মধ্যে আদর্শ ও নৈতিকতা নাই সে রাজনীতি দ্বারা দেশের মানুষ কোন দিন উপকৃত হবে না । বিএনপির রাজনীতিও ঠিক তেমনি আদর্শ হীন রাজনীতি তাই তাদের রাজনীতির কারণে দেশ বাসি কোন উপকৃত হচ্ছে না ।,political
বিএনপির ষড়যন্ত্র থেমে নেই। প্রতিনিয়ত উস্কে দিচ্ছে দেশের জনগনকে দেশের সরকারের বিরুদ্ধে।,political
বর্তমানে বিএনপির কোন অবস্থান নেই। তাই দেশের ইতিহাস কে কেন্দ্র করে আবারও আলোচনায় আসতে চাইছে বিএনপি।,political
বিএনপি মিডিয়া ও সামাজিক যোগাযোগ মাধ্যমে ঝড় তুলতে চায়। তাদের আন্দোলন কথাসর্বস্ব এবং ভার্চুয়াল।বিএনপির এসব কর্মসূচির সঙ্গে জনগণ ও দেশের উন্নয়নের কোনো সংযোগ নেই।,political
একটা ব্যর্থ দল যদি নেতৃত্ব পরিবর্তন করে তাহলে ঘুরে দাঁড়ানো সহজ হতে পারে নির্বাচন করে জনপ্রধিনিদি নিয়ে লোকাল রাজনীতি ধরে রাখতে হবে,political
"আগেও বিএনপি ক্ষমতায় এসে দেশের সাধারন মানুষের ক্ষয়ক্ষতি সাধন করে,যার ফলস্বরূপ বিএনপিকে বাংলাদেশের মানুষ কোনভাবেই ক্ষমতায় দেখতে চায়না।",political
"বিএনপি সরকার কখনো জনগনের কথা ভাবে নাই, তাদের মূল উদ্দেশ্য ছিল টাকার পাহাড় বানানো।",political
দীর্ঘ সময় ক্ষমতার বাইরে থাকা দল বিএনপি হাঁটছে ভীন্নপথে। রাষ্ট্রক্ষমতায় যেতে আন্দোলনের পথ বেছে নিলেও ব্যর্থ হয়েছে দলটি।,political
"বিএনপি বারবার প্রমাণ করেছে তারা দেশের জনগণের জন্য নয়, রাজনীতি করে ক্ষমতার লোভে।",political
"বি এন পি জনগণের আস্থা হারিয়েছে শেষবারেই ক্ষমতায় থেকে সব লুটপাট করে ভালমত ধরা খেয়ে, নীচ্য স্তর তো বাদ, মন্ত্রী মিনিস্টারদের চুরি ডাকাতিতে বি এন পি বিশ্বাস হারিয়েছে।",political
"হরতাল এর  নামে জীবন্ত মানুষকে আগুনে পুড়িয়ে মারা, পেট্রোল বোমা আর সন্ত্রাস তিনটি নিয়েই বিএনপির রাজনীতি।",political
"দেশের অস্থিতিকর পরিস্থিতি তৈরি করা ছাড়া অবৈধ ভাবে ক্ষমতায় আসা দল বিএনপির আর কোনো কাজই ছিল না। মানুষের দুঃখ কষ্ট দেখার সময় কই তাদের? আমাদের দেশে ভালো মানূষের কাজ করতে গেলেও অনেক বাঁধার সম্মুখিন হতে হয়, পা ধরে নিচে টেনে আনার মানুষের অভাব নেই।",political
বিএনপি তথাকথিত আন্দোলনের নামে সন্ত্রাস ও সহিংসতার মাধ্যমে ভীতিকর পরিস্থিতি সৃষ্টি করে রাজনৈতিক ফায়দা লুটতে চায়,political
"নির্বাচনের আগেই বিএনপি বিভিন্ন ভাবে পরিকল্পিত, ছকবদ্ধ এবং গুরুতর কিছু প্লান করছে",political
qজন্মলগ্ন থেকে ক্ষমতার লোভে ধারাবাহিকভাবে তারা মানবতাবিরোধী আপরাধ করে আসছে। কিন্তু বিএনপি মিডিয়া ও সামাজিক যোগাযোগমাধ্যমে ঝড় তুলতে চায়।,political
বিএনপি দেশের মানুষের কখনো ভালো করেনি আর ভবিষতেও করবে না।ˑ তাই বিএনপিকে পুনঃরায় ক্ষমতায় আসার কোন সুযোগ দেয়া উচিৎ না।ˑ,political
বিএনপি জনগণ থেকেও বিচ্ছিন্ন হয়ে যাচ্ছে ।,political
বিএনপি বর্তমান দেশে এক নাশকতা সৃষ্টিকারী দল । বিএনপি হলো এই দেশের স্বাধীনতাবিরোধী অপশক্তির দোসর। বিএনপির কাজই হল দেশের বিরুদ্ধে ষড়যন্ত্র করা।,political
২০১৩ সালে আন্দোলনের নাম বিএনপি মানুষ খুন করা শুরু করেছিল। প্রায় ৫শ’ জন মানুষ আগুনে পুড়ে মারা গেছে এবং সাড়ে তিন হাজার মানুষ আহত হয়েছিল।,political
"বিএনপি রঙ্গিন চশমা চোখে দিয়ে রঙ্গিন স্বপ্ন দেখছে, তারা জঙ্গিবাদকে উসকে দিতে কুমিল্লার মন্দিরে মন্দিরে হামলা চালিয়েছে। তাদের নীল নকশা কখনও বাস্তবায়ন হবে না।",political
দেশের স্বার্থের চেয়ে ব্যক্তিগত স্বার্থকে প্রাধান্য দিচ্ছে বিএনপি দলটি। বিশেষ করে বর্তমানে ক্ষমতাসীন আওয়ামী লীগ সরকারের কোনো সিদ্ধান্তের বিরুদ্ধে সংসদের বিরোধী দল জাতীয় পার্টিকে তেমন কথা বলতে দেখা না গেলেও এ বিষয়ে বেশ সরব দেখা যায় রাজপথের বিরোধী দল বিএনপিকে।,political
"আওয়ামী লীগের সাথে যে পল্টি নিতে আসছে পলিটিক্যাল ফিল্ডে; সে'ই পরাজিত হয়েছে, ভেঙে খণ্ডখণ্ড হয়েছে। মুসলিম লীগ, পিপিপি, ন্যাপ, জাসদ সব। বিএনপি জামাতিরাও সেই পথে আছে এখন",political
,political
"বিএনপি যখন ক্ষমতায়, জিয়া পরিবার তখন হাজার হাজার কোটি টাকা সম্পদের মালিক। লঞ্চ, টেক্সটাইল মিলস, বিদেশে বাড়ি, ব্যাংক-ব্যালেন্স- এগুলো হঠাৎ কোথা থেকে এলো?",political
